LimitExceeded,StepsCount,CaloriesConsumed,RoadTravelTime,PhoneCallTime,MaximumTemprature,Age,Weight
No,5289,2067,4,2,47,34,75
No,7868,2198,3,3,30,36,84
No,5385,2534,4,3,18,47,87
No,4818,2012,3,3,26,43,64
No,3232,2273,3,2,19,40,90
No,6665,2373,2,4,32,34,76
Yes,3482,2183,2,3,11,33,76
No,4846,2335,3,3,36,32,67
No,6284,2225,3,3,19,38,66
No,4830,2103,4,2,28,43,70
No,6296,2066,4,4,14,39,75
No,6279,2430,4,3,26,33,69
No,6393,2408,3,3,24,38,79
No,4651,2156,3,2,16,33,72
No,5270,2294,4,2,34,40,73
Yes,4195,2642,3,3,21,38,81
No,7225,2231,3,2,34,41,85
No,5056,2734,4,3,29,44,75
No,8364,1722,4,3,23,41,77
No,5291,2244,1,2,31,38,81
No,5739,2476,4,3,41,44,61
Yes,3940,2076,5,2,16,30,92
No,5481,2342,2,4,23,37,54
Yes,622,2492,3,3,23,36,77
No,5811,2277,4,2,36,41,66
No,7911,2195,5,4,28,43,75
No,6930,2504,2,3,30,41,68
No,4888,2071,3,4,18,37,74
No,7454,1964,4,4,37,35,64
No,8729,2226,5,3,19,36,63
No,4820,2659,2,3,24,32,67
No,6000,1940,3,4,19,43,59
No,6403,2287,3,3,24,35,72
Yes,3427,2881,2,4,21,46,88
No,4485,2049,4,4,41,48,82
Yes,4726,2949,3,3,33,53,84
No,6002,2507,2,3,22,48,71
No,8764,3185,3,2,27,42,69
No,7967,2704,3,4,25,44,88
No,7295,2403,3,3,21,42,69
No,5668,2299,2,3,37,38,77
No,4799,1907,2,4,35,44,93
No,4547,2703,4,3,21,35,83
No,3388,2076,5,3,21,23,59
No,3518,2444,4,4,27,36,81
No,7550,2260,4,2,29,36,85
No,6987,2195,2,4,31,39,92
No,7312,2065,4,3,35,42,76
No,8068,2545,3,2,44,38,70
No,6989,2344,3,4,36,38,86
No,8453,2766,3,2,39,43,76
No,5351,2363,3,3,28,49,69
No,6874,2547,2,3,38,46,82
No,5668,2300,3,2,35,37,72
No,5691,3035,4,4,33,48,91
No,4076,1793,2,3,14,43,88
No,5694,2319,2,4,28,39,78
No,8307,2054,3,3,18,36,66
No,8031,1906,4,2,29,38,72
No,4573,1869,2,3,31,42,62
No,8284,2110,2,3,26,42,59
No,6336,2346,2,3,24,41,79
Yes,3066,2842,4,3,29,42,94
No,5971,2296,4,3,17,36,65
No,6941,3051,2,2,22,37,82
No,6829,2133,3,3,35,47,66
No,5516,2034,2,3,22,41,69
No,4677,2359,4,3,25,38,63
No,6541,2378,3,3,11,37,75
No,6960,2425,5,3,38,39,80
No,6115,2835,2,2,27,40,85
No,5703,2176,3,2,9,40,82
No,6510,1940,3,4,24,31,80
No,4395,2016,3,2,26,46,59
Yes,4745,2791,4,3,17,44,62
No,4847,2692,3,4,24,33,80
No,8286,2364,5,3,30,36,92
No,6280,2086,4,4,31,42,80
No,2383,2049,3,3,24,36,58
No,6769,2240,3,3,28,44,82
No,8859,2443,2,3,41,39,79
No,7340,2105,3,2,21,30,95
Yes,3276,2459,1,3,16,42,76
No,4478,2372,2,3,26,40,77
No,5998,2333,3,3,6,37,68
No,8030,2112,3,5,32,43,99
No,4853,1893,3,4,31,38,81
Yes,2466,2354,2,3,24,39,71
No,6560,1994,2,2,30,45,74
Yes,6489,2778,4,3,11,40,72
No,5536,1750,5,3,26,43,85
No,4477,2101,2,4,29,41,66
No,6916,2394,3,3,23,40,69
No,5323,2512,3,3,20,38,78
No,6690,2250,1,3,26,41,72
Yes,4462,2547,3,3,20,45,77
Yes,5301,2576,4,4,18,40,78
No,6678,2017,3,3,14,44,73
No,6088,2253,3,3,38,42,72
No,4842,2213,3,4,38,44,83
No,6392,2053,2,3,24,43,84
No,7141,3008,2,2,15,40,82
No,4917,2335,3,3,33,38,62
No,6565,2184,3,3,17,38,62
No,4560,2375,4,2,38,42,75
No,6635,2096,3,3,32,42,71
No,6191,1945,3,3,14,35,70
No,6477,2181,4,3,42,38,81
No,6743,2032,3,3,21,38,67
No,6166,2765,3,4,28,34,63
No,6644,2512,2,5,31,49,69
No,4863,1976,4,5,32,45,82
No,5569,2444,3,2,24,35,64
No,6340,2394,4,3,29,48,72
No,6021,2246,5,1,12,35,72
No,5318,2468,3,4,44,52,80
No,6524,2658,3,2,33,37,74
No,7603,2365,3,3,25,41,68
No,4624,2517,3,3,25,38,70
No,4410,2204,2,3,40,44,83
No,5462,2398,4,3,32,36,76
No,7389,2654,3,2,35,40,81
No,5894,2843,5,3,20,44,88
No,5989,2387,3,4,23,40,72
No,4838,2135,6,3,24,43,72
No,8308,2089,2,3,32,35,68
Yes,6363,2663,3,4,18,39,87
No,6289,1991,3,3,21,46,69
No,5959,2132,3,3,18,36,78
No,5362,2302,3,4,19,37,84
No,5845,2569,4,2,18,31,48
No,9956,1972,0,3,25,45,66
No,5502,2625,2,3,27,38,89
No,5869,2754,2,3,16,48,85
No,6317,2865,3,3,47,45,72
No,8272,2642,3,4,38,46,76
No,6265,2600,4,4,52,32,67
No,4659,2083,3,4,46,36,83
No,4117,2449,6,4,27,36,76
No,4750,2209,4,3,29,43,96
No,8421,2432,3,2,22,37,78
No,7757,2344,5,3,25,34,94
No,7656,1959,4,2,17,42,63
No,7443,2587,4,3,36,51,68
No,4985,2558,5,4,22,34,73
No,8678,2406,2,4,13,40,74
No,5093,2016,4,4,26,40,90
No,3861,2384,5,3,35,40,71
No,4215,1903,5,1,24,39,84
No,5492,2062,4,3,40,33,66
Yes,3248,2793,4,1,15,41,79
Yes,4817,2139,3,3,7,39,99
No,6044,2026,3,3,30,45,77
No,6484,2390,4,3,28,29,71
Yes,4587,2495,5,3,25,37,75
Yes,3055,2266,3,3,21,38,74
No,4919,2072,2,2,36,38,76
No,2711,2541,3,3,35,36,66
No,6301,1716,0,3,22,41,79
No,6461,2149,2,4,27,43,67
No,5504,2036,4,3,25,32,74
No,5260,2204,4,4,35,38,87
No,7309,2562,4,3,41,45,77
No,6500,2360,4,3,32,41,84
No,7174,1989,2,3,28,38,82
No,5904,2777,3,2,34,35,74
No,6418,2513,4,2,31,35,86
No,3436,2167,5,3,25,35,72
No,8486,1575,2,4,39,39,71
No,6307,2126,2,4,30,42,75
No,5794,1711,3,3,25,41,58
No,4020,2989,1,3,16,35,84
Yes,5316,2662,3,3,15,38,87
No,6297,2449,3,2,6,37,65
No,5957,2030,3,3,19,39,78
No,10651,2253,4,3,40,46,85
No,8872,2253,3,3,39,50,74
No,5892,2451,4,3,27,42,72
No,4964,2072,3,4,26,36,83
No,6178,2379,4,2,17,43,69
No,7119,2257,2,3,18,42,74
No,7764,2320,5,2,10,40,63
No,6060,2640,2,3,15,43,63
No,5955,2312,4,2,14,43,84
No,6806,2416,2,2,30,46,74
No,7422,2707,3,4,26,34,74
No,4282,2395,3,2,32,48,97
No,4389,2214,3,3,19,31,71
No,7164,1921,5,3,34,36,66
Yes,2762,2959,3,3,30,42,91
No,5367,2807,3,2,17,41,56
No,7547,2336,2,3,24,44,63
No,5254,1819,1,3,17,46,80
No,7350,2596,5,5,25,44,76
No,4047,2624,1,3,26,39,79
Yes,4900,2406,3,4,21,45,81
No,7659,2671,2,4,50,40,76
No,6619,2577,2,3,33,31,73
No,5886,2092,2,3,26,39,80
No,4633,2249,3,3,34,28,66
No,4983,2240,3,3,16,37,57
No,6781,1958,3,1,-1,47,59
No,6388,1984,3,3,33,40,75
No,5430,2654,3,3,16,39,64
No,7621,2320,3,4,25,41,79
No,6608,2266,2,3,19,53,54
No,3809,2403,3,3,28,52,89
No,8948,2564,3,3,39,33,70
No,8730,2572,4,3,34,39,64
No,5507,2605,4,3,41,43,78
No,7692,2448,3,4,27,44,87
No,5644,2428,3,3,36,44,60
No,7824,2635,2,3,24,40,65
No,3621,2153,3,2,19,40,75
No,4516,2367,3,2,25,39,81
No,4704,2281,2,2,26,40,78
No,3922,2326,3,3,33,47,89
No,6010,2105,2,2,44,44,71
Yes,3709,2818,4,5,19,37,77
Yes,6064,2573,2,4,14,43,82
No,4532,2280,1,2,37,43,82
No,6234,1939,3,3,18,40,84
No,8516,2551,4,2,48,42,78
No,6988,2431,2,3,16,39,80
No,5816,2573,2,3,21,40,79
No,8376,2200,4,3,32,36,77
Yes,5687,3004,3,4,20,43,59
No,7264,2227,2,3,21,40,83
No,10381,1993,4,3,13,37,68
No,7576,2384,4,3,10,39,78
No,6525,2275,3,4,40,35,69
No,6215,2165,3,4,42,43,87
No,6596,2759,4,3,20,42,76
No,6776,1830,3,2,42,40,93
No,5403,2552,4,3,19,48,69
No,7190,2046,4,1,18,43,72
No,6497,2253,4,3,37,44,75
No,6357,2131,4,3,25,34,91
No,7615,2913,4,4,17,35,69
No,8023,2123,3,3,14,41,77
No,5108,2157,4,4,28,39,62
No,4621,2405,5,3,31,36,71
No,6489,2192,4,3,48,35,74
No,4409,2611,3,3,29,39,72
No,3260,2469,6,2,28,31,81
No,6956,2557,3,2,25,41,68
No,5318,1713,5,2,46,46,74
No,6883,2492,4,3,20,41,78
Yes,4530,2656,5,4,26,46,84
Yes,5773,2757,3,3,16,38,86
No,5817,2475,3,4,15,41,82
No,3396,2264,3,3,30,38,80
No,5447,2801,2,3,50,44,73
No,5321,2754,4,3,31,37,89
No,9272,2417,4,3,25,38,71
No,9973,2231,3,3,15,32,62
No,7055,2162,2,3,14,42,60
Yes,2043,3125,4,1,13,37,82
No,6100,2436,4,3,39,35,62
Yes,5451,2848,4,4,21,44,91
No,3455,1829,4,3,19,39,82
No,7062,2070,3,2,24,43,89
No,4447,2028,6,3,30,31,72
No,3905,2656,1,2,30,36,88
Yes,2334,2177,4,4,19,42,73
No,7882,2754,2,5,25,48,77
No,7902,3007,3,2,26,37,74
No,6567,1473,1,3,39,40,93
No,5287,2327,3,3,31,38,61
No,6668,2203,3,3,26,45,57
No,5290,2329,4,2,36,47,76
No,5025,2392,4,5,15,40,79
No,7377,2477,2,5,40,45,76
No,4716,2517,2,2,29,48,76
No,6794,2275,3,3,5,37,68
No,6795,2491,2,3,35,41,76
No,7196,2398,3,4,24,40,81
Yes,5640,2355,4,2,23,40,85
No,5753,2022,1,3,35,41,68
No,5718,2162,4,3,48,42,67
No,6160,2485,3,3,28,49,94
No,7880,2009,3,3,27,42,67
No,8512,2227,3,1,48,29,93
No,8306,2597,2,3,40,44,80
No,7173,2318,3,3,40,39,69
No,7335,2196,2,3,19,47,68
No,5704,2123,3,1,22,41,88
No,5073,2519,3,3,37,47,74
No,3898,2380,2,3,21,38,80
No,5391,2611,2,3,16,39,81
No,4810,2688,3,3,38,37,88
No,6861,2548,2,4,6,45,74
No,5855,2338,4,3,37,30,70
No,3737,2264,2,2,22,34,71
No,5134,2382,2,3,19,44,84
No,7038,2748,2,2,31,39,79
Yes,3572,2332,4,3,21,39,81
No,5687,1957,4,3,21,38,80
No,6528,1881,4,2,25,36,58
No,5325,2354,5,4,26,45,73
No,5051,2567,3,3,27,34,73
No,5523,2063,3,4,18,42,80
No,3889,2721,2,3,26,41,76
No,6720,2414,3,4,27,48,65
No,6356,2330,5,3,26,31,70
No,6326,1682,2,2,30,41,79
No,5980,2637,4,3,25,36,84
No,5398,2303,2,3,26,46,76
No,5852,2513,2,3,42,38,84
No,7345,2104,2,2,15,34,75
No,2907,1981,2,3,16,40,80
No,8931,2609,3,4,15,34,71
No,9967,2489,4,3,32,46,50
No,7725,2312,2,3,18,42,86
No,5859,2646,2,2,37,42,70
Yes,4325,2220,2,3,5,33,68
No,7199,2717,1,3,11,44,61
No,9260,2609,2,2,43,32,72
No,5750,2347,3,3,32,39,65
No,7521,1707,2,4,28,42,70
No,7396,2162,4,3,22,39,72
No,6006,2106,4,2,23,40,82
No,6875,2405,1,3,35,48,80
No,4798,2558,4,4,31,34,87
No,6691,2087,3,3,31,38,71
Yes,5481,2820,3,3,25,46,87
No,4882,2323,1,2,11,41,73
No,5136,3260,3,3,32,47,72
No,6364,2824,4,3,34,38,85
No,5798,2057,2,3,32,39,83
No,5908,1698,2,3,42,36,63
No,9304,1884,2,3,17,36,83
No,8058,2689,3,5,22,42,80
No,8873,2159,2,2,32,41,67
No,6838,2002,2,4,39,41,68
No,2557,2514,2,3,19,35,73
No,4930,2270,4,3,23,37,76
No,3965,1799,1,3,20,39,76
No,6685,2486,4,4,31,41,81
No,5155,1925,3,2,36,35,66
No,7388,2556,4,3,21,44,82
No,6553,2146,3,3,33,30,69
No,5432,2261,4,2,33,34,66
Yes,4525,2429,5,3,15,43,87
No,7205,2348,2,3,31,40,56
No,4542,2307,4,3,27,44,74
No,9828,2535,3,2,29,44,91
No,5148,2185,3,2,35,35,86
No,8572,2620,2,3,17,45,82
No,7556,2433,4,4,27,35,82
Yes,4256,2395,4,2,13,34,87
No,4650,2708,4,2,33,32,66
Yes,3682,2331,2,3,19,41,75
No,7227,2148,3,3,24,47,94
No,6511,1837,2,3,18,45,70
No,4573,2607,2,3,21,44,77
No,7132,2132,2,2,14,44,83
No,7015,2185,4,3,23,41,60
No,5768,2366,1,3,20,36,75
No,7158,1749,3,4,30,34,73
No,5126,2151,3,3,19,41,76
No,6207,1982,3,4,14,42,92
No,3943,2290,4,2,43,38,61
No,8713,2718,3,4,7,42,75
No,7533,2564,5,2,39,44,74
No,6399,2065,3,3,14,44,71
No,4189,2303,2,4,36,41,82
No,6026,2294,1,4,32,49,66
Yes,5307,2525,4,3,20,43,90
No,1982,2061,4,3,38,41,86
No,6662,1917,2,2,31,43,77
No,5916,2017,4,3,28,49,78
No,5209,2375,4,3,27,51,83
No,7640,2656,3,2,18,33,71
No,3361,2173,1,3,46,43,87
No,7070,2177,2,3,31,37,84
No,6570,1793,3,3,25,33,83
No,7192,2650,3,3,35,44,86
No,5253,2658,2,4,23,39,93
No,7495,2566,1,3,43,38,89
No,4330,1659,3,2,34,36,85
No,6485,2502,4,5,20,42,94
No,7113,2426,2,2,33,40,76
No,5307,2265,3,2,16,34,95
No,5742,2536,3,3,35,42,73
No,6260,2604,5,4,24,38,61
Yes,5051,2543,2,3,8,41,62
No,6371,2090,1,4,21,38,85
No,5137,2410,3,2,19,44,67
No,7674,2458,2,2,14,36,78
No,8544,2583,3,3,18,47,77
No,7574,2645,2,3,28,48,92
No,5969,2275,3,3,28,41,84
No,5699,1755,3,3,11,33,72
No,5580,2285,2,3,33,41,72
No,5096,2736,4,3,52,45,89
No,4047,2559,3,2,38,42,72
Yes,3856,2376,4,3,18,45,61
No,7802,2147,3,2,24,40,76
Yes,2636,2341,2,4,21,40,64
No,6204,2402,3,2,18,33,65
No,5667,2387,2,2,28,29,93
No,7654,2619,2,4,39,40,79
No,4357,1986,4,3,27,44,90
Yes,6686,2627,3,4,5,41,74
No,7065,2385,3,4,14,36,67
No,5181,2191,4,3,43,40,62
No,5407,1531,2,3,34,39,81
No,5433,2569,3,2,30,47,74
Yes,3232,2742,3,3,20,48,77
No,5643,2023,2,3,21,44,77
No,8668,2273,1,4,32,45,82
No,6030,2422,3,2,36,40,95
No,8824,2146,3,4,14,46,78
No,4933,2329,3,3,54,55,83
No,6145,2144,2,2,31,30,75
No,4841,2501,4,3,33,33,88
No,7486,2294,3,4,19,35,107
No,7365,2304,3,3,21,36,79
No,5124,2361,4,2,31,50,58
No,8694,2321,2,3,11,38,73
No,6574,2053,3,2,32,41,81
No,7171,2394,4,3,26,36,69
No,2855,1784,3,1,22,41,86
No,8025,2144,1,3,33,49,76
No,6054,2334,2,3,13,36,78
No,4636,2365,2,3,17,37,80
No,8168,2570,2,4,28,39,65
No,4888,1604,3,3,51,41,78
No,7842,2260,2,4,32,41,72
No,8155,2581,4,3,27,40,74
No,6638,1935,2,3,32,42,92
No,5412,1638,2,2,36,41,82
No,6752,2198,1,3,21,27,69
No,8555,2910,5,2,39,51,96
Yes,6802,2375,3,4,10,41,90
No,6067,2184,3,3,28,42,85
No,5006,2126,3,2,41,41,78
No,5242,2375,3,3,35,51,67
No,6768,2183,2,2,27,41,61
No,4141,2567,4,4,45,39,91
No,6890,2041,4,4,25,36,73
No,9126,2566,3,4,34,42,48
Yes,6653,2256,3,4,11,47,99
No,6095,2483,2,4,7,43,65
No,6989,1650,2,2,24,33,69
No,3247,2226,2,2,21,39,72
No,4124,1968,2,3,18,29,90
No,7341,1502,3,4,34,37,66
No,7769,2452,5,3,22,37,59
No,5355,1753,4,4,24,36,71
No,6394,2425,3,3,27,47,75
No,8437,2042,4,4,33,43,74
No,6605,1914,1,3,32,40,61
No,4711,2498,2,3,29,43,66
No,4126,2246,2,3,25,34,64
No,4411,2010,2,2,41,30,67
Yes,4807,2808,1,3,23,44,76
No,5362,2075,2,4,34,33,102
No,4681,2022,3,2,26,38,62
No,6953,1992,3,3,36,38,74
Yes,5786,2733,3,3,-6,41,80
No,6331,2437,2,3,29,38,79
No,5683,2338,4,2,38,45,63
No,7816,2724,6,3,35,38,64
Yes,5496,2427,5,4,20,39,82
No,8588,2746,1,2,42,42,74
No,6964,2399,1,3,41,41,79
No,7094,3004,5,1,31,38,83
No,5522,2698,3,4,21,39,77
No,5598,2427,3,4,23,39,70
No,7419,2103,3,3,34,37,75
No,4884,2304,2,3,16,34,75
No,5938,2434,2,4,27,39,70
No,5803,1981,3,2,50,41,64
No,6862,1694,4,3,32,31,85
No,5869,2376,1,3,26,39,72
No,6955,2431,2,2,23,39,70
No,7150,1751,5,3,27,49,87
No,5688,2134,2,3,45,40,82
No,4877,2369,3,3,22,43,89
No,6467,2330,4,3,11,39,86
No,5079,1947,4,3,12,43,61
No,5945,2311,2,3,28,42,78
No,5009,2558,4,3,36,39,69
No,4115,1902,2,2,25,42,70
No,8070,2042,2,3,31,46,81
No,6623,2274,2,3,32,39,69
No,5521,2178,1,2,23,32,74
No,6238,2165,2,2,47,43,77
No,5307,2703,4,4,36,44,69
No,5603,1813,3,3,21,39,76
Yes,3872,2053,3,3,11,39,64
No,5655,2238,1,3,31,39,73
No,5934,2876,3,3,16,35,79
No,6856,2456,3,2,9,47,83
No,5511,1920,4,3,24,34,85
No,7126,1941,4,3,19,35,66
No,6555,1710,2,4,35,33,88
No,6830,2093,3,2,14,36,70
No,5855,2352,3,1,22,50,69
No,7049,2348,3,3,24,44,83
No,4658,2108,2,3,38,36,85
No,6824,2326,3,3,19,32,84
No,7474,2248,4,3,18,35,75
No,4830,2315,4,2,31,46,82
No,6798,2148,3,4,46,41,81
No,9217,2309,4,2,32,39,61
No,5133,2234,2,3,26,41,71
No,3959,2258,4,2,36,46,85
No,5077,1940,3,4,25,41,73
No,7434,2313,4,2,9,38,84
No,6084,2312,3,3,20,38,56
No,6263,2359,2,4,26,40,75
No,5152,2338,2,2,17,38,54
No,7803,1912,3,3,36,33,60
No,4384,2100,3,3,17,40,77
No,6202,2224,3,2,28,41,74
No,5874,2032,3,3,21,36,70
No,3241,2055,1,3,23,29,85
No,4963,2241,3,3,17,37,73
No,5905,2325,2,1,32,40,77
No,5936,2503,3,2,42,29,73
No,4262,1887,2,3,18,36,76
No,5791,2845,3,4,22,42,73
No,8470,2526,1,3,34,45,77
Yes,3328,2084,3,4,9,35,82
No,3931,1970,3,3,27,31,91
No,8004,2042,5,2,28,35,83
No,4827,1684,4,2,42,43,69
No,5490,2052,3,3,36,35,66
Yes,2749,1876,2,3,18,38,77
No,5663,2395,2,2,26,40,72
No,6791,2307,4,3,41,33,80
No,2385,2194,3,3,28,33,82
No,5470,1937,3,3,17,47,63
No,6010,2314,3,3,32,41,69
No,6341,2254,5,2,32,46,74
No,6914,2232,4,3,22,36,87
No,5279,2307,3,3,26,38,75
No,8429,2303,2,3,39,45,81
No,6043,2182,5,4,27,41,77
No,6512,2065,2,3,27,43,71
No,7596,2459,3,3,25,44,82
No,8311,2059,4,2,30,40,64
Yes,3662,2775,4,3,18,38,83
No,8988,2368,4,3,28,42,72
No,6648,2509,3,4,40,40,92
No,6274,2013,2,1,48,35,84
No,7559,1867,4,2,10,40,73
No,7453,2316,2,3,27,43,79
No,4599,2008,3,3,25,44,85
No,5329,2138,3,3,32,38,85
No,7934,2245,3,2,22,44,86
No,7816,1950,3,4,19,38,81
No,6109,2414,2,3,29,49,77
No,7184,2360,3,3,39,44,75
No,8302,2896,2,3,40,40,72
No,5319,2198,4,3,32,39,82
Yes,5760,2522,4,3,17,32,89
No,6030,2086,3,4,16,39,84
No,6305,1909,4,3,32,39,68
No,6397,2149,1,4,21,43,71
No,6706,2543,3,4,11,41,68
No,5401,2087,3,3,27,44,89
No,7697,2389,4,3,33,40,80
No,5281,2212,3,1,22,39,68
No,5317,2239,2,4,30,38,63
No,7999,2842,3,4,21,50,71
No,3771,2398,4,3,24,31,70
No,7270,2753,6,3,31,37,85
Yes,4673,2470,3,5,22,34,74
No,6654,2376,2,2,39,43,56
Yes,3008,2314,3,4,-1,36,74
No,9076,2088,2,3,27,50,68
No,4294,2583,2,3,23,51,76
No,6680,2692,2,3,16,40,82
No,6461,2558,4,4,28,36,73
No,9342,2572,2,4,19,41,72
No,5148,2624,2,3,48,47,76
No,6703,2362,2,3,51,42,83
No,8440,1902,2,3,15,42,75
No,7935,2042,1,3,3,37,92
No,4295,2662,3,3,35,40,66
No,7709,2220,3,3,33,45,70
No,4461,2738,2,3,31,35,93
No,8504,1954,3,3,17,39,92
No,4568,2324,2,3,37,48,86
No,6406,2088,3,2,27,36,59
No,4334,2526,3,2,24,41,61
No,4525,2483,4,4,50,45,68
No,5941,2163,3,3,26,34,54
No,5558,2424,2,4,46,33,92
No,4934,2455,3,3,41,41,84
No,4964,2411,2,4,20,34,62
No,6548,2043,3,2,10,38,68
No,8156,1675,4,3,46,46,72
No,6739,1743,3,2,5,32,76
No,6778,2463,4,4,10,36,55
No,5494,1792,3,2,32,45,62
No,2694,2135,4,3,44,47,83
Yes,5355,2476,4,3,9,39,80
No,5224,1976,2,3,18,40,78
No,6043,2808,3,3,6,34,75
No,7698,2255,3,4,37,43,64
No,2139,2051,2,2,29,38,76
No,5728,2008,3,4,25,38,59
No,4054,2578,2,3,43,40,76
No,5929,1851,3,3,23,47,86
No,7525,2867,2,4,34,43,52
No,7333,2104,4,2,1,37,50
No,8093,2437,2,3,26,45,58
No,6046,2659,2,3,18,38,93
No,7623,2416,2,3,18,38,86
No,6867,2027,3,2,31,40,65
No,7099,2080,3,2,19,42,90
No,6633,2346,3,3,9,37,74
Yes,4165,2063,3,4,11,39,87
No,5008,2431,3,2,31,46,75
No,3546,2097,1,3,52,40,71
No,5141,2377,1,3,26,32,80
Yes,4336,2390,2,4,27,43,85
No,4959,2240,2,4,41,48,72
No,6195,2556,4,2,45,45,78
No,6661,2527,3,2,29,36,81
No,5993,2319,1,4,28,44,100
No,7644,2281,2,3,32,30,75
No,8681,2468,2,3,30,37,82
No,6639,2064,3,4,29,48,68
No,7601,2100,2,3,44,34,77
No,6319,1836,2,4,27,40,68
No,3861,2394,3,3,27,32,64
No,7483,1708,4,3,28,38,88
No,7001,2363,4,3,32,38,68
No,6337,1463,3,3,51,38,91
No,6707,1771,4,4,45,28,70
No,7779,2354,2,2,29,40,82
Yes,6624,2445,3,4,14,36,83
No,8513,2290,3,4,37,42,68
No,9921,1648,4,2,10,38,72
No,5243,1728,3,2,18,46,100
Yes,5106,2414,4,3,14,42,76
No,5418,1952,2,3,34,40,58
No,3785,2380,4,2,22,35,86
No,8917,2584,3,3,33,43,75
No,5108,2698,3,4,23,31,66
No,4124,2253,2,4,32,40,67
No,5323,2373,2,3,36,40,85
No,5968,2450,1,4,18,34,72
No,6823,1867,2,2,18,45,76
No,8628,2425,3,3,24,45,75
No,4508,2361,2,4,25,46,64
No,9599,2020,5,2,15,35,59
No,4775,1913,4,4,26,35,80
No,4160,2242,1,4,38,42,86
No,5505,2969,3,4,29,29,86
No,6159,2003,3,2,19,42,78
No,7768,2640,4,3,30,45,80
No,7071,1978,1,4,37,40,76
No,5895,2347,3,3,29,45,68
No,9031,2508,4,3,16,42,77
No,5600,2468,2,3,19,38,76
No,8569,2054,3,2,17,34,73
No,5688,1543,3,2,28,44,65
No,7609,2148,1,4,32,46,66
No,5514,2517,4,3,32,34,67
No,5894,2218,3,3,37,45,78
No,6994,2421,4,3,27,36,65
No,5723,2356,5,4,36,43,76
No,5051,2341,4,2,26,42,69
No,5110,1733,5,2,19,26,65
No,3648,2375,3,3,19,40,66
No,9760,2195,2,4,8,37,66
No,4691,2205,3,3,23,44,75
No,7515,1830,3,2,21,44,68
No,8785,2166,3,3,48,36,80
No,6588,2005,4,3,20,41,86
No,5228,2225,3,2,28,42,85
No,6971,2367,3,3,20,39,80
No,4882,2434,2,3,27,43,73
No,4524,2252,2,3,30,26,89
No,5881,2281,4,2,37,46,89
No,7177,1901,1,3,35,38,66
No,4854,1783,3,3,14,27,85
No,10367,2020,1,4,30,41,65
Yes,3896,2138,3,3,14,43,70
No,7678,2013,4,3,28,41,70
No,7201,2244,2,3,41,45,67
No,8878,1893,1,3,20,37,66
No,5071,2282,3,2,43,43,63
Yes,4519,2522,3,3,13,45,65
No,6175,2549,3,3,29,36,64
No,7116,2545,2,2,0,38,100
No,5953,2140,2,2,39,37,65
No,6242,1606,1,2,26,48,77
Yes,5184,2385,1,3,6,40,66
No,5049,2806,3,2,25,36,72
No,4169,2626,3,4,20,31,65
No,3441,2350,3,3,28,40,87
No,4239,2594,1,2,29,42,80
No,5854,1856,6,2,24,38,69
No,4694,2079,4,3,49,40,78
No,8743,2257,3,2,25,34,87
No,4974,2569,4,1,11,46,78
No,5343,2215,3,3,7,39,70
No,6852,2109,1,2,16,46,69
No,3929,2088,3,3,28,41,66
Yes,2896,2074,2,3,13,40,88
No,6586,2391,2,4,41,34,59
No,7284,1794,3,3,30,37,83
No,8500,2641,3,3,24,43,75
No,4360,2705,3,2,38,39,62
Yes,3370,2006,3,3,-4,29,73
No,6403,2184,3,3,22,32,84
No,6496,2184,3,4,22,32,74
No,5465,2446,1,3,28,32,67
No,6695,2386,3,2,31,38,70
No,6079,1935,3,3,35,36,86
No,5496,1893,3,3,36,33,59
No,5802,2671,3,2,30,41,78
No,6621,2462,2,3,33,47,88
No,7809,2315,3,3,41,42,57
No,6031,2273,2,2,34,36,79
No,5999,2469,3,2,12,38,78
Yes,6903,2608,4,3,15,47,83
No,6415,2239,3,3,16,36,83
No,6981,2273,3,4,32,45,53
No,6235,2317,2,3,7,43,66
No,6147,2802,4,4,22,38,86
No,8706,2333,4,4,20,42,75
No,6733,2599,3,3,29,40,77
No,7324,2362,4,3,21,40,92
No,8311,2278,2,3,13,43,79
No,5356,2111,2,3,25,47,72
No,7603,2115,4,3,7,37,66
No,7449,2343,5,3,27,39,73
No,7093,2369,3,3,35,40,74
No,9814,2724,2,4,31,34,72
No,7515,2104,3,2,23,38,78
No,2926,2154,2,2,31,48,68
No,6485,2467,5,2,25,47,56
No,9541,1621,2,3,28,36,83
No,8490,2400,3,3,39,42,70
Yes,4077,2483,3,3,9,41,70
No,6821,2043,3,2,9,37,69
No,5205,2667,3,4,14,47,58
No,5939,2323,3,2,37,40,79
Yes,5312,2776,4,3,20,35,75
No,4760,2308,3,3,25,31,63
No,6511,2129,2,3,15,37,71
No,8566,2683,3,2,13,49,71
No,5210,2223,3,3,31,41,80
No,5634,1988,3,4,13,38,87
Yes,4203,1534,3,3,-2,39,79
No,6384,2646,3,3,21,40,65
Yes,4469,2526,2,5,8,40,77
No,6892,2471,3,3,14,44,71
No,6314,2389,3,4,29,34,85
No,7970,2516,2,4,19,47,68
No,6126,2009,3,2,26,53,81
No,5672,1783,3,2,39,33,76
No,7721,2573,4,3,41,41,69
No,7359,1920,3,3,17,33,73
No,4834,2376,3,2,17,39,77
No,6555,2526,5,3,23,39,78
No,8618,1996,2,2,22,35,94
