"Output","minRadius","maxRadius"
"No",0.916,1
"Yes",0.964,0.974
"No",0.905,0.952
"No",0.953,1
"Yes",0.993,0.922
"No",0.957,0.936
"No",0.902,0.991
"No",0.948,0.931
"No",0.928,0.928
"No",0.951,0.93
"No",0.944,0.949
"No",0.908,0.934
"No",0.94,0.942
"Yes",0.993,0.98
"Yes",0.991,0.904
"Yes",0.971,0.95
"No",0.953,0.994
"No",0.952,0.987
"No",0.952,0.9
"No",0.918,0.918
"Yes",0.967,0.922
"No",0.906,0.998
"No",0.94,0.973
"No",0.934,0.998
"No",0.922,0.928
"Yes",0.98,0.976
"No",0.91,0.996
"No",0.947,0.981
"No",0.937,0.949
"Yes",0.986,0.905
"No",0.96,0.957
"Yes",0.972,0.988
"Yes",0.963,0.981
"No",0.96,0.981
"Yes",0.985,0.993
"No",0.937,0.953
"No",0.931,0.912
"Yes",0.981,0.916
"Yes",0.99,0.937
"No",0.917,0.984
"No",0.924,0.971
"No",0.953,0.956
"Yes",0.964,0.959
"No",0.96,0.941
"No",0.909,0.968
"No",0.935,0.958
"Yes",0.986,0.909
"Yes",0.973,0.994
"Yes",0.988,0.902
"No",0.947,0.914
"Yes",0.995,0.916
"Yes",0.986,0.941
"No",0.908,0.94
"Yes",0.998,0.973
"Yes",0.973,0.997
"Yes",0.978,0.904
"No",0.918,0.925
"No",0.919,0.946
"No",0.904,0.987
"No",0.914,0.92
"No",0.936,0.971
"No",0.912,0.904
"No",0.955,0.906
"No",0.929,0.985
"No",0.912,0.913
"Yes",0.98,0.969
"No",0.935,0.939
"No",0.951,0.911
"No",0.955,0.914
"No",0.944,0.913
"Yes",0.993,0.963
"No",0.932,0.959
"No",0.935,0.969
"Yes",0.989,0.946
"No",0.939,0.956
"No",0.916,0.936
"No",0.95,0.922
"No",0.915,0.983
"Yes",0.963,0.993
"Yes",0.963,0.967
"No",0.906,0.996
"No",0.915,0.939
"No",0.95,0.915
"No",0.91,0.93
"Yes",0.973,0.903
"No",0.921,0.959
"Yes",0.993,0.911
"No",0.925,0.921
"No",0.947,0.934
"No",0.942,0.913
"No",0.948,0.97
"No",0.955,0.95
"Yes",0.98,0.907
"Yes",0.965,0.933
"Yes",0.984,0.916
"No",0.926,0.996
"No",0.959,0.991
"No",0.951,0.984
"No",0.904,0.994
"No",0.924,0.944
"No",0.922,0.991
"No",0.921,0.992
"No",0.95,0.958
"Yes",0.991,0.948
"No",0.959,0.904
"No",0.941,0.966
"No",0.923,0.982
"No",0.936,0.939
"No",0.948,0.972
"No",0.925,0.948
"No",0.957,0.918
"Yes",0.978,0.907
"No",0.905,0.966
"No",0.91,0.905
"No",0.919,0.949
"No",0.96,0.918
"Yes",1,0.931
"No",0.922,0.911
"No",0.906,0.942
"No",0.941,0.949
"No",0.937,0.978
"Yes",0.961,0.977
"No",0.958,0.948
"No",0.904,0.933
"No",0.933,0.908
"Yes",0.971,0.98
"Yes",0.963,0.975
"No",0.913,0.971
"Yes",0.979,0.989
"No",0.942,0.954
"Yes",0.987,0.978
"Yes",0.969,0.904
"No",0.929,0.988
"No",0.908,0.914
"Yes",0.973,1
"No",0.939,0.99
"Yes",1,0.983
"No",0.929,0.922
"Yes",0.967,0.917
"No",0.905,0.989
"No",0.914,0.985
"Yes",0.964,0.978
"No",0.953,0.986
"No",0.957,0.921
"No",0.91,0.903
"Yes",0.966,0.967
"No",0.957,0.958
"No",0.919,0.904
"No",0.903,0.952
"No",0.926,0.946
"No",0.931,0.943
"No",0.949,0.975
"No",0.912,0.976
"No",0.923,0.947
"Yes",0.966,0.994
"No",0.939,0.904
"No",0.925,0.967
"Yes",0.999,0.976
"Yes",0.967,0.949
"Yes",0.963,0.913
"No",0.955,0.917
"No",0.919,0.995
"Yes",0.963,0.908
"No",0.922,0.935
"No",0.925,0.973
"Yes",0.998,0.955
"Yes",0.983,0.938
"No",0.932,0.904
"Yes",0.972,0.976
"No",0.939,0.926
"No",0.931,0.945
"Yes",0.988,0.935
"Yes",0.987,0.92
"Yes",0.962,0.984
"Yes",0.99,0.956
"No",0.947,0.958
"No",0.916,0.936
"No",0.916,0.944
"No",0.946,0.922
"Yes",0.967,0.905
"No",0.959,0.982
"Yes",0.995,0.926
"No",0.935,0.938
"No",0.94,0.969
"No",0.94,0.922
"No",0.914,0.981
"No",0.912,0.999
"No",0.952,0.91
"Yes",0.987,0.91
"Yes",0.998,0.963
"Yes",0.99,0.943
"No",0.957,0.962
"No",0.925,0.97
"Yes",0.973,0.97
"Yes",0.982,0.968
"No",0.906,0.967
"Yes",0.972,0.966
"Yes",0.968,0.996
"Yes",0.995,0.916
"No",0.951,0.944
"Yes",0.986,0.943
"No",0.901,0.963
"Yes",0.999,0.925
"No",0.954,0.937
"No",0.956,0.908
"No",0.917,0.901
"No",0.929,0.973
"Yes",0.984,0.985
"Yes",0.986,0.906
"Yes",0.965,0.963
"No",0.914,0.965
"Yes",0.992,0.998
"No",0.932,0.91
"Yes",0.985,0.962
"Yes",1,0.968
"Yes",0.976,0.975
"No",0.906,0.938
"Yes",0.995,0.955
"No",0.958,0.915
"Yes",0.969,0.994
"No",0.919,0.921
"No",0.935,0.991
"No",0.92,0.929
"No",0.931,0.933
"Yes",0.964,0.906
"No",0.915,0.917
"No",0.941,0.947
"Yes",0.979,0.904
"Yes",0.99,0.922
"No",0.921,0.907
"No",0.932,0.978
"No",0.903,0.934
"No",0.949,0.962
"Yes",0.971,0.94
"Yes",0.963,0.902
"No",0.931,0.977
"No",0.92,0.922
"No",0.905,0.911
"Yes",0.991,0.957
"Yes",0.999,0.978
"Yes",0.98,0.937
"No",0.951,0.916
"No",0.904,0.911
"No",0.943,0.935
"No",0.945,0.971
"No",0.907,0.979
"No",0.939,0.947
"Yes",0.981,0.99
"No",0.931,0.913
"Yes",0.968,0.903
"No",0.932,0.962
"No",0.943,0.967
"No",0.925,0.944
"No",0.911,0.914
"Yes",0.978,0.922
"No",0.954,0.925
"No",0.958,0.975
"No",0.956,0.942
"Yes",0.981,0.961
"Yes",0.969,0.96
"No",0.908,0.988
"No",0.939,0.91
"Yes",0.996,0.915
"Yes",0.967,0.955
"No",0.926,0.98
"No",0.938,1.001
"Yes",0.984,0.975
"Yes",0.993,0.94
"Yes",0.963,1
"No",0.958,0.918
"Yes",0.987,0.969
"No",0.93,0.936
"Yes",0.995,1
"No",0.95,0.979
"No",0.902,0.997
"No",0.956,0.933
"No",0.916,0.998
"Yes",0.975,0.929
"No",0.908,0.932
"Yes",0.97,0.934
"No",0.901,0.918
"Yes",0.985,0.987
"Yes",0.966,0.977
"Yes",0.982,0.902
"Yes",0.998,0.934
"Yes",0.964,0.949
"Yes",0.982,0.954
"No",0.908,0.937
"No",0.955,0.907
"No",0.917,0.994
"No",0.934,0.953
"No",0.91,0.921
"No",0.919,1
"No",0.947,0.968
"No",0.936,0.996
"Yes",0.967,0.951
"No",0.917,0.953
"No",0.947,0.915
"Yes",0.975,0.941
"Yes",0.973,1
"No",0.95,0.997
"No",0.949,0.987
"No",0.94,0.972
"No",0.95,0.947
"Yes",0.981,0.984
"No",0.96,0.994
"No",0.952,0.903
"No",0.937,0.982
"Yes",0.998,0.95
"Yes",0.98,0.95
"No",0.9,0.999
"Yes",0.971,0.922
"No",0.941,0.921
"No",0.932,0.906
"No",0.932,0.94
"No",0.901,0.94
"Yes",0.992,0.922
"No",0.921,0.97
"Yes",0.97,0.99
"Yes",1.001,0.929
"Yes",0.985,0.901
"No",0.911,0.917
"Yes",0.967,0.954
"No",0.938,0.917
"Yes",0.974,0.916
"No",0.916,0.977
"No",0.943,0.991
"No",0.919,0.974
"No",0.918,0.932
"No",0.942,0.951
"No",0.935,0.937
"Yes",0.973,0.919
"No",0.902,0.98
"No",0.903,0.929
"No",0.906,0.927
"No",0.957,0.906
"No",0.949,0.962
"No",0.955,0.911
"Yes",0.964,0.934
"No",0.925,0.95
"Yes",0.964,0.973
"Yes",0.97,0.973
"No",0.93,0.946
"Yes",0.969,0.917
"No",0.914,0.904
"Yes",0.99,0.922
"Yes",0.987,0.94
"Yes",0.983,0.957
"No",0.936,0.971
"No",0.905,0.97
"No",0.907,0.929
"Yes",0.973,0.902
"No",0.945,0.915
"No",0.949,0.952
"No",0.96,0.945
"Yes",0.967,0.92
"Yes",0.987,0.965
"Yes",0.965,0.967
"No",0.958,0.952
"No",0.905,0.999
"No",0.939,0.973
"No",0.931,0.995
"Yes",0.994,0.921
"No",0.913,0.942
"No",0.937,0.938
"No",0.923,0.966
"No",0.949,1
"No",0.948,0.978
"Yes",0.998,0.939
"No",0.939,0.969
"Yes",0.979,0.997
"Yes",0.997,0.938
"No",0.905,0.917
"Yes",0.977,0.97
"Yes",0.969,0.945
"No",0.903,0.917
"No",0.95,0.912
"No",0.94,0.937
"No",0.95,0.938
"No",0.91,0.994
"No",0.922,0.908
"No",0.933,0.959
"No",0.926,0.91
"Yes",0.982,0.986
"Yes",0.978,0.947
"No",0.947,0.991
"No",0.93,0.988
"No",0.925,0.929
"No",0.948,0.954
"Yes",0.992,0.946
"No",0.905,0.989
"Yes",1,0.988
"Yes",0.971,0.929
"No",0.917,0.93
"Yes",0.967,0.933
"Yes",0.972,0.929
"Yes",0.963,0.904
"No",0.917,0.978
"Yes",0.977,0.919
"No",0.911,0.997
"No",0.96,0.902
"No",0.943,0.903
"Yes",0.995,0.966
"No",0.953,0.902
"Yes",0.968,0.975
"No",0.937,0.96
"Yes",0.975,0.993
"Yes",0.993,0.973
"Yes",0.999,0.935
"No",0.958,0.986
"No",0.938,0.968
"Yes",0.998,0.963
"No",0.956,0.922
"Yes",0.972,0.988
"No",0.954,0.901
"Yes",0.988,0.914
"No",0.932,0.955
"No",0.936,0.909
"No",0.919,0.942
"No",0.914,0.905
"No",0.931,0.991
"No",0.938,0.973
"Yes",0.983,0.966
"No",0.946,0.939
"Yes",0.988,0.958
"No",0.948,0.964
"No",0.945,0.957
"No",0.932,0.95
"No",0.946,0.961
"No",0.907,1
"No",0.948,0.912
"No",0.939,0.983
"No",0.919,0.976
"No",0.939,0.903
"Yes",0.974,0.964
"Yes",0.972,0.954
"Yes",0.981,0.906
"No",0.957,0.99
"No",0.914,0.984
"Yes",0.97,0.909
"Yes",0.977,0.974
"No",0.934,0.946
"Yes",0.965,0.996
"No",0.945,0.984
"Yes",0.964,0.901
"No",0.931,0.998
"No",0.946,0.976
"Yes",0.967,0.959
"No",0.936,0.953
"Yes",0.962,0.906
"Yes",0.967,0.978
"No",0.904,0.943
"No",0.932,0.97
"No",0.936,0.962
"Yes",0.991,0.983
"Yes",0.993,0.908
"No",0.949,0.955
"Yes",0.987,0.906
"No",0.943,0.957
"No",0.936,1.001
"Yes",0.997,0.995
"No",0.929,0.993
"No",0.914,0.91
"Yes",1,0.927
"No",0.928,0.933
"No",0.909,0.932
"No",0.941,0.998
"No",0.925,0.94
"Yes",0.961,0.931
"Yes",0.974,0.931
"Yes",0.992,0.908
"Yes",0.973,0.995
"No",0.921,0.907
"Yes",0.977,0.901
"No",0.907,0.914
"No",0.929,0.999
"Yes",0.972,0.906
"No",0.937,0.933
"No",0.931,0.974
"Yes",0.982,0.939
"No",0.938,0.944
"No",0.953,0.953
"Yes",0.983,0.992
"No",0.904,0.959
"No",0.91,0.997
"No",0.953,0.991
"No",0.931,0.985
"Yes",0.993,0.966
"Yes",0.985,0.952
"No",0.938,0.922
"No",0.926,0.976
"No",0.947,0.978
"No",0.948,0.987
"No",0.902,0.939
"Yes",0.987,0.904
"No",0.945,0.966
"Yes",0.984,0.937
"Yes",0.968,0.958
"Yes",0.993,0.946
"No",0.934,0.919
"Yes",1.001,0.922
"No",0.906,0.922
"Yes",0.997,0.943
"No",0.901,0.997
"Yes",0.994,0.938
"No",0.922,0.908
"No",0.957,0.928
"No",0.91,0.984
"No",0.927,0.9
"Yes",0.986,0.939
"Yes",0.999,0.952
"No",0.955,0.944
"No",0.958,0.913
"Yes",0.989,0.966
"No",0.935,0.985
"Yes",0.997,0.925
"No",0.955,0.916
"No",0.957,0.905
"No",0.913,0.918
"Yes",0.986,0.991
"No",0.921,0.914
"No",0.941,0.94
"No",0.955,0.919
"No",0.919,0.91
"No",0.918,0.989
"No",0.919,0.916
"No",0.901,0.925
"Yes",0.995,0.941
"No",0.909,0.999
"Yes",0.98,0.965
"Yes",0.991,0.942
"No",0.951,0.916
"No",0.936,0.948
"No",0.928,0.959
"Yes",0.972,0.964
"Yes",0.984,0.971
"No",0.911,0.923
"No",0.907,0.942
"No",0.918,0.92
"No",0.949,0.929
"Yes",0.967,0.983
"No",0.928,0.917
"Yes",0.991,0.94
"No",0.95,0.922
"No",0.934,0.963
"Yes",0.982,0.975
"Yes",0.993,0.972
"Yes",0.981,0.983
"No",0.91,0.994
"Yes",0.971,0.902
"Yes",0.982,0.999
"No",0.958,0.911
"Yes",1,0.908
"Yes",0.976,0.909
"No",0.904,0.955
"Yes",0.969,1
"No",0.957,0.968
"No",0.948,0.956
"No",0.951,0.935
"No",0.94,0.997
"No",0.955,0.972
"No",0.919,0.976
"Yes",0.971,0.957
"Yes",0.968,0.901
"No",0.947,0.933
"No",0.911,0.988
"No",0.934,0.979
"No",0.92,0.963
"No",0.916,0.97
"No",0.911,0.965
"No",0.913,0.921
"Yes",0.989,0.948
"No",0.927,0.95
"Yes",0.996,0.912
"No",0.925,0.962
"No",0.951,0.907
"No",0.942,0.991
"No",0.919,0.969
"No",0.934,0.935
"No",0.946,0.996
"No",0.944,0.965
"No",0.914,0.949
"No",0.946,0.906
"No",0.944,0.947
"Yes",0.964,0.967
"Yes",0.985,0.932
"Yes",0.998,0.995
"No",0.93,0.903
"Yes",0.999,0.988
"No",0.926,0.907
"No",0.912,0.996
"Yes",0.973,0.92
"Yes",0.973,0.942
"No",0.927,0.913
"No",0.913,0.986
"Yes",0.982,0.979
"No",0.951,0.993
"No",0.925,0.928
"No",0.902,0.997
"No",0.908,0.949
"No",0.906,0.995
"Yes",0.978,0.997
"Yes",0.961,0.97
"No",0.958,0.903
"Yes",0.999,0.994
"Yes",0.987,0.946
"Yes",0.994,0.962
"No",0.902,0.913
"No",0.905,0.996
"No",0.953,0.943
"No",0.959,0.973
"Yes",0.962,0.948
"Yes",0.999,0.939
"No",0.935,0.918
"Yes",0.974,0.919
"Yes",0.97,0.946
"No",0.932,0.965
"Yes",0.988,0.942
"No",0.957,0.922
"No",0.902,0.999
"No",0.944,0.992
"No",0.95,0.995
"Yes",0.974,0.97
"Yes",0.992,0.92
"No",0.9,0.967
"No",0.928,0.9
"No",0.959,0.954
"No",0.937,0.933
"No",0.952,0.962
"Yes",0.988,0.915
"Yes",0.994,0.978
"No",0.91,0.912
"No",0.907,0.923
"Yes",0.979,0.963
"Yes",0.962,0.919
"Yes",0.99,0.972
"No",0.93,0.914
"No",0.925,0.988
"No",0.921,0.931
"Yes",0.968,0.979
"No",0.941,0.926
"Yes",0.995,0.972
"No",0.95,0.925
"Yes",0.967,0.998
"Yes",0.972,0.912
"No",0.91,0.906
"No",0.906,0.99
"No",0.901,0.954
"No",0.93,0.907
"No",0.956,0.928
"Yes",0.988,0.933
"Yes",0.988,0.929
"Yes",0.985,0.992
"No",0.93,0.971
"No",0.905,0.966
"No",0.956,0.906
"No",0.92,0.906
"Yes",0.962,0.928
"Yes",0.964,0.912
"Yes",0.982,0.993
"Yes",0.967,0.948
"Yes",0.992,0.919
"No",0.903,0.968
"No",0.953,0.917
"Yes",0.993,0.95
"No",0.94,0.933
"No",0.95,0.904
"No",0.955,0.938
"Yes",0.976,0.958
"No",0.953,0.996
"No",0.91,0.998
"No",0.952,0.98
"Yes",0.982,0.939
"Yes",0.988,0.973
"Yes",0.979,0.992
"No",0.933,0.904
"Yes",0.966,0.962
"No",0.954,0.916
"No",0.955,0.902
"No",0.946,0.938
"Yes",0.962,0.908
"No",0.901,0.907
"No",0.924,0.908
"No",0.93,0.949
"No",0.957,0.953
"No",0.936,0.989
"Yes",0.993,0.995
"Yes",0.962,0.978
"No",0.909,0.996
"No",0.927,0.978
"No",0.902,0.937
"Yes",0.994,0.98
"No",0.947,0.908
"Yes",0.971,0.969
"Yes",0.986,0.968
"No",0.914,0.908
"No",0.936,0.95
"Yes",0.985,0.914
"No",0.936,0.911
"Yes",0.974,0.961
"Yes",0.986,0.952
"No",0.95,1
"No",0.934,0.921
"No",0.904,0.919
"Yes",0.979,0.974
"No",0.918,0.906
"Yes",0.962,0.957
"Yes",1.001,0.954
"No",0.903,0.925
"No",0.94,0.912
"No",0.937,0.936
"Yes",0.975,0.906
"Yes",0.974,0.955
"No",0.954,0.952
"No",0.93,0.929
"No",0.929,0.96
"No",0.911,0.983
"Yes",0.983,0.974
"No",0.91,0.973
"No",0.954,0.932
"No",0.922,0.908
"No",0.911,0.967
"No",0.94,0.99
"No",0.953,0.966
"No",0.949,0.905
"No",0.951,0.924
"No",0.949,0.927
"Yes",0.97,0.907
"Yes",0.972,0.953
"No",0.904,0.954
"Yes",0.967,0.97
"No",0.919,0.964
"Yes",0.995,0.944
"No",0.929,0.981
"No",0.919,0.976
"Yes",1,0.947
"No",0.937,0.961
"Yes",0.969,0.911
"Yes",0.985,0.938
"No",0.959,0.944
"No",0.941,0.911
"No",0.917,0.903
"Yes",0.961,0.954
"No",0.94,0.929
"No",0.93,0.996
"Yes",0.966,0.974
"Yes",0.984,0.982
"No",0.954,0.907
"Yes",0.999,0.96
"Yes",0.984,0.974
"No",0.928,0.983
"Yes",0.978,0.99
"No",0.921,0.965
"No",0.931,0.957
"Yes",0.969,0.929
"Yes",0.995,0.904
"No",0.923,0.939
"No",0.948,0.922
"No",0.917,0.915
"No",0.955,0.958
"Yes",0.978,0.921
"No",0.942,0.947
"Yes",0.962,0.967
"Yes",0.976,0.968
"Yes",0.965,0.937
"No",0.92,0.955
"No",0.959,0.918
"Yes",0.984,0.908
"No",0.914,0.93
"No",0.905,0.933
"Yes",0.966,0.953
"No",0.901,0.901
"No",0.91,0.983
"No",0.96,0.98
"No",0.954,0.96
"No",0.918,0.931
"No",0.943,0.959
"No",0.956,0.995
"Yes",0.995,0.933
"Yes",0.981,0.925
"No",0.921,0.948
"No",0.906,0.968
"No",0.951,0.924
"No",0.931,0.944
"No",0.903,0.914
"No",0.933,0.989
"No",0.937,0.918
"Yes",0.998,0.929
"Yes",0.987,0.999
"No",0.917,0.915
"No",0.92,0.938
"No",0.946,0.944
"No",0.941,0.908
"Yes",0.992,0.98
"No",0.935,0.966
"No",0.931,0.917
"No",0.919,0.955
"Yes",0.978,0.924
"No",0.959,0.976
"No",0.952,0.948
"Yes",0.971,0.954
"No",0.927,0.953
"No",0.906,0.917
"No",0.941,0.902
"No",0.906,0.961
"Yes",0.981,0.958
"No",0.937,0.97
"No",0.938,0.964
"No",0.926,0.996
"No",0.925,0.954
"No",0.95,0.939
"No",0.944,0.906
"No",0.939,0.913
"No",0.924,0.95
"Yes",0.97,0.929
"No",0.912,0.932
"No",0.924,0.982
"No",0.946,0.968
"Yes",0.964,0.961
"Yes",0.964,0.993
"No",0.95,0.992
"No",0.95,0.927
"Yes",0.964,0.924
"No",0.933,0.981
"No",0.93,0.954
"No",0.931,0.975
"Yes",0.972,0.93
"No",0.928,0.926
"Yes",0.964,0.902
"No",0.935,0.945
"No",0.936,0.95
"Yes",0.968,0.905
"Yes",0.996,0.969
"No",0.954,0.955
"No",0.907,0.976
"No",0.902,0.983
"Yes",0.992,0.943
"No",0.939,0.933
"No",0.907,0.919
"Yes",1,0.926
"No",0.948,0.989
"No",0.92,0.92
"No",0.932,0.984
"No",0.94,0.986
"No",0.945,0.995
"No",0.941,0.949
"Yes",0.993,0.902
"No",0.902,0.952
"Yes",0.968,0.935
"No",0.921,0.943
"Yes",0.999,0.91
"No",0.907,0.991
"No",0.951,0.971
"Yes",0.982,0.929
"Yes",0.986,0.934
"No",0.95,0.959
"Yes",0.99,0.914
"No",0.928,0.947
"No",0.95,0.947
"No",0.931,0.942
"Yes",0.962,0.988
"Yes",0.991,1.001
"Yes",0.967,0.99
"No",0.927,0.902
"No",0.956,0.992
"No",0.903,0.994
"No",0.956,0.945
"Yes",0.962,0.991
"No",0.948,0.976
"Yes",0.99,0.93
"Yes",0.982,0.934
"No",0.947,0.981
"Yes",0.961,0.949
"Yes",0.968,0.922
"No",0.932,0.946
"Yes",0.998,0.968
"Yes",0.996,0.99
"Yes",0.979,0.94
"No",0.909,0.902
"No",0.932,0.911
"No",0.956,0.958
"No",0.945,0.923
"No",0.941,0.993
"No",0.912,0.953
"No",0.931,0.912
"No",0.938,0.935
"Yes",0.967,0.906
"Yes",0.961,0.959
"Yes",0.986,0.963
"No",0.952,0.955
"Yes",0.963,0.985
"Yes",0.994,0.999
"No",0.922,0.934
"Yes",0.987,0.976
"Yes",0.969,0.974
"No",0.956,0.92
"Yes",0.967,0.978
"Yes",0.996,0.98
"Yes",0.996,0.975
"No",0.945,0.991
"No",0.952,0.994
"No",0.913,0.903
"No",0.933,0.997
"No",0.903,0.939
"No",0.954,0.978
"No",0.95,0.968
"No",0.908,0.933
"No",0.92,0.917
"No",0.937,0.923
"No",0.948,0.987
"No",0.913,0.998
"Yes",0.962,0.931
"No",0.947,0.957
"No",0.956,0.915
"No",0.933,0.987
"Yes",0.969,0.959
"No",0.936,0.984
"No",0.918,0.961
"No",0.931,0.938
"Yes",0.988,0.926
"No",0.932,0.981
"No",0.904,0.949
"No",0.952,0.927
"No",0.947,0.971
"No",0.928,0.936
"No",0.91,0.928
"Yes",0.967,0.94
"No",0.908,0.972
"Yes",0.979,0.906
"No",0.9,0.977
"Yes",0.984,0.932
"Yes",0.994,0.946
"No",0.919,0.903
"No",0.953,0.914
"No",0.932,0.989
"Yes",0.973,0.961
"Yes",0.98,0.936
"No",0.96,0.915
"No",0.951,1
"No",0.929,0.909
"No",0.909,0.911
"No",0.955,0.914
"No",0.905,0.971
"No",0.906,0.979
"Yes",0.993,0.927
"Yes",0.975,0.933
"Yes",0.981,0.902
"No",0.91,0.905
"Yes",0.97,0.909
"No",0.924,0.916
"Yes",0.991,0.99
"No",0.95,0.905
"No",0.917,0.925
"Yes",0.971,0.949
"No",0.922,0.987
"No",0.959,0.979
"No",0.924,0.928
"No",0.941,0.911
"No",0.912,0.981
"No",0.93,0.928
"Yes",0.975,0.977
"No",0.902,0.912
"No",0.921,0.918
"No",0.919,0.931
"No",0.936,0.934
"Yes",0.971,0.982
"No",0.916,0.952
"No",0.901,0.983
"No",0.9,0.969
"No",0.944,0.948
"No",0.901,0.944
"No",0.937,0.971
"Yes",0.979,0.917
"No",0.918,0.908
"No",0.935,0.989
"No",0.938,0.928
"Yes",0.983,0.984
"Yes",0.969,0.916
"Yes",0.978,0.909
"No",0.957,0.93
"No",0.948,0.926
"No",0.936,0.963
"Yes",0.966,0.922
"Yes",0.978,0.921
"No",0.953,0.912
"No",0.923,0.959
"Yes",0.97,0.965
"No",0.957,0.935
"Yes",0.996,0.996
"No",0.944,0.967
"Yes",0.984,0.906
"Yes",0.988,0.932
"Yes",0.991,0.904
"Yes",0.967,0.981
"No",0.902,0.95
"No",0.916,0.996
"No",0.951,0.994
"No",0.926,0.915
"No",0.915,0.905
"Yes",0.991,0.984
"No",0.949,0.969
"No",0.932,0.901
"No",0.902,0.981
"No",0.946,0.933
"No",0.934,0.927
"Yes",0.993,0.989
"No",0.949,0.983
"No",0.952,0.923
"Yes",0.97,0.989
"No",0.932,0.991
"No",0.954,0.971
"No",0.955,0.992
"Yes",0.985,0.973
"No",0.92,0.974
"Yes",0.964,0.916
"No",0.928,0.988
"Yes",0.992,0.9
"Yes",0.981,0.932
"No",0.917,0.944
"No",0.938,0.956
"Yes",0.995,0.973
"No",0.942,0.977
"No",0.915,0.99
"No",0.928,0.945
"Yes",0.968,0.945
"No",0.918,0.963
"No",0.911,0.96
"No",0.901,0.939
"Yes",0.997,0.921
"No",0.949,0.965
"No",0.947,0.91
"Yes",0.984,0.986
"Yes",0.982,0.933
"No",0.923,0.924
"No",0.913,0.992
"No",0.907,0.972
"No",0.906,0.994
"No",0.941,0.982
"Yes",0.971,0.919
"No",0.942,0.91
"No",0.931,0.937
"No",0.914,0.918
"No",0.902,0.968
"No",0.905,0.949
"No",0.93,0.968
"Yes",0.992,0.997
"No",0.93,1
"No",0.936,0.965
"Yes",0.982,0.917
"No",0.901,0.973
"No",0.926,0.956
"No",0.953,0.98
"No",0.914,0.924
"No",0.906,0.913
"No",0.927,0.924
"Yes",0.963,0.988
"No",0.924,0.94
"Yes",0.968,0.94
"Yes",0.973,0.982
"No",0.942,0.935
"No",0.954,0.934
"Yes",0.993,0.9
"No",0.912,0.92
"No",0.941,0.933
"No",0.92,0.931
"No",0.949,0.949
"Yes",0.986,0.951
"No",0.904,0.939
"No",0.928,0.936
"No",0.922,0.952
"No",0.95,0.91
"No",0.915,0.902
"Yes",0.996,0.939
"No",0.919,0.945
"No",0.94,0.997
"Yes",0.974,0.905
"Yes",0.986,0.929
"No",0.953,0.924
"Yes",0.98,0.912
"Yes",0.98,0.931
"No",0.954,0.914
"Yes",0.972,0.915
"No",0.914,0.975
"No",0.943,0.922
"No",0.943,0.938
"No",0.95,0.953
"No",0.92,0.962
"No",0.954,0.937
"Yes",0.979,0.992
"No",0.944,0.935
"Yes",0.972,0.911
"Yes",0.978,0.908
"No",0.948,0.994
"No",0.924,0.955
"No",0.941,0.915
"No",0.932,0.983
"No",0.928,0.999
"Yes",0.974,0.914
"Yes",0.988,0.954
"No",0.96,0.997
"Yes",0.985,0.977
"No",0.947,0.914
"No",0.933,0.941
"No",0.938,0.929
"Yes",0.968,0.955
"No",0.942,1.001
"Yes",0.997,0.912
"No",0.923,0.96
"Yes",0.976,0.968
"No",0.951,0.986
"Yes",0.974,0.989
"No",0.94,0.948
"No",0.943,0.905
"Yes",0.983,0.983
"No",0.917,0.909
"No",0.917,0.976
"Yes",0.975,0.93
"No",0.96,0.987
"Yes",0.973,0.94
"No",0.954,0.97
"No",0.919,0.909
"No",0.937,0.907
"No",0.949,0.957
"No",0.953,0.937
"No",0.927,0.98
"Yes",1.001,0.904
"No",0.948,0.989
"Yes",1,0.97
"No",0.939,0.962
"No",0.948,0.906
"Yes",0.981,0.922
"No",0.955,0.92
"Yes",0.997,0.933
"No",0.944,0.99
"No",0.936,0.964
"Yes",0.997,0.904
"No",0.918,0.963
"No",0.95,0.902
"Yes",0.993,0.944
"Yes",0.995,0.902
"No",0.933,0.918
"Yes",0.965,0.988
"No",0.901,0.957
"No",0.903,0.925
"No",0.908,0.951
"No",0.936,0.983
"No",0.917,0.913
"Yes",0.991,0.94
"Yes",0.971,0.977
"No",0.946,0.932
"No",0.914,0.975
"No",0.906,0.976
"Yes",0.997,0.981
"No",0.94,0.926
"No",0.92,0.906
"Yes",0.984,0.974
"Yes",0.986,0.915
"Yes",0.996,0.922
"Yes",1,1
"No",0.957,0.971
"No",0.956,0.993
"No",0.938,0.922
"Yes",0.993,0.909
"Yes",0.983,0.986
"No",0.906,0.96
"No",0.928,0.951
"No",0.955,0.906
"Yes",0.973,0.995
"No",0.951,0.998
"No",0.906,0.985
"No",0.95,0.917
"Yes",0.994,0.973
"No",0.907,0.973
"Yes",0.988,0.993
"No",0.909,0.902
"Yes",0.974,0.983
"No",0.942,0.918
"No",0.91,0.946
"Yes",0.963,0.995
"Yes",0.996,0.96
"Yes",0.989,0.952
"No",0.914,0.918
"No",0.932,0.925
"No",0.914,0.966
"No",0.909,0.957
"Yes",0.961,0.954
"No",0.929,0.969
"No",0.947,0.937
"No",0.904,0.925
"Yes",0.98,0.95
"No",0.932,0.907
"No",0.913,0.995
"No",0.957,0.952
"No",0.901,0.919
"Yes",0.966,0.957
"No",0.954,0.971
"No",0.905,0.915
