Purchased,Discount,DaytoTravel,NoOfPassange,TravelTime,DOW,TimeOfDay,FreFlyer,ReturnTicket
No,25,65,20,2,Tuesday,Morning,No,No
No,21,29,19,7,Saturday,Evening,No,No
YES,28,28,7,10,Sunday,Overnight,No,Yes
No,29,68,17,1,Friday,Evening,No,No
YES,29,60,20,9,Monday,Early Morning,No,No
YES,26,52,12,8,Monday,Early Morning,No,No
YES,20,25,10,5,Monday,Early Morning,No,No
No,24,39,20,9,Saturday,Evening,No,Yes
YES,29,85,9,9,Monday,Early Morning,Yes,No
No,32,49,5,5,Tuesday,Morning,No,No
No,28,85,16,5,Friday,Evening,No,No
No,33,54,7,4,Wednesday,Forenoon,No,No
YES,16,33,14,2,Tuesday,Morning,No,No
No,30,59,18,10,Tuesday,Morning,No,No
YES,29,63,19,4,Thursday,Forenoon,No,No
No,21,38,12,1,Monday,Early Morning,Yes,No
No,40,64,9,10,Thursday,Forenoon,No,No
No,26,79,19,4,Monday,Early Morning,No,No
YES,26,56,19,5,Tuesday,Morning,No,No
YES,17,37,7,5,Tuesday,Morning,No,No
YES,20,61,7,8,Sunday,Overnight,No,Yes
YES,23,86,9,9,Tuesday,Morning,No,No
No,25,61,8,2,Wednesday,Forenoon,No,No
No,21,83,17,7,Wednesday,Forenoon,No,No
YES,25,87,7,19,Monday,Early Morning,Yes,No
No,20,75,6,17,Sunday,Overnight,No,Yes
No,27,64,18,13,Thursday,Afternoon,No,No
No,22,67,15,10,Tuesday,Morning,No,No
YES,30,45,11,19,Sunday,Overnight,No,Yes
No,18,48,14,16,Saturday,Evening,No,Yes
YES,29,23,15,13,Sunday,Overnight,No,Yes
YES,28,22,18,11,Monday,Early Morning,Yes,No
YES,29,71,6,10,Thursday,Forenoon,No,No
YES,29,69,9,19,Monday,Early Morning,Yes,No
No,21,21,18,11,Tuesday,Morning,No,No
No,29,25,6,13,Tuesday,Morning,No,No
YES,27,66,9,12,Saturday,Evening,No,No
No,23,46,7,19,Friday,Evening,No,No
No,20,25,5,12,Friday,Afternoon,No,No
No,25,65,14,13,Sunday,Overnight,No,Yes
YES,23,79,18,15,Monday,Early Morning,Yes,No
YES,24,51,6,15,Friday,Afternoon,No,No
YES,25,72,20,13,Friday,Afternoon,No,No
YES,23,74,10,17,Sunday,Overnight,No,Yes
YES,28,84,18,18,Saturday,Evening,No,Yes
No,34,81,10,17,Wednesday,Forenoon,No,No
YES,38,26,9,17,Sunday,Overnight,No,Yes
No,27,57,12,13,Saturday,Evening,No,Yes
No,24,55,6,19,Wednesday,Forenoon,No,No
No,32,46,10,10,Thursday,Afternoon,No,No
YES,18,25,6,14,Thursday,Afternoon,No,No
YES,29,86,18,11,Thursday,Afternoon,No,No
No,18,71,11,16,Tuesday,Early Morning,No,No
No,21,75,9,12,Wednesday,Forenoon,No,No
YES,27,49,9,13,Saturday,Evening,No,No
YES,39,44,18,16,Monday,Early Morning,Yes,No
No,24,72,8,17,Tuesday,Morning,No,No
No,15,49,19,19,Wednesday,Forenoon,No,No
No,19,79,8,12,Tuesday,Morning,No,No
No,23,82,13,19,Tuesday,Morning,No,No
No,37,60,5,20,Friday,Evening,No,No
No,17,83,7,17,Tuesday,Morning,No,No
No,39,80,20,14,Wednesday,Forenoon,No,No
No,29,28,14,14,Wednesday,Forenoon,No,No
YES,21,84,12,12,Saturday,Evening,No,No
No,29,49,15,12,Tuesday,Morning,No,No
YES,17,49,15,20,Wednesday,Forenoon,No,No
No,36,36,8,11,Friday,Afternoon,No,No
No,26,30,15,18,Saturday,Evening,No,No
No,24,53,5,10,Wednesday,Forenoon,No,No
No,31,30,13,16,Tuesday,Morning,No,No
No,22,82,6,16,Wednesday,Morning,No,No
YES,24,43,7,15,Wednesday,Forenoon,No,No
YES,29,36,8,14,Sunday,Overnight,No,Yes
No,17,48,18,16,Thursday,Forenoon,No,No
No,20,47,7,16,Sunday,Overnight,No,Yes
YES,28,57,14,10,Sunday,Overnight,No,Yes
No,31,77,17,15,Sunday,Overnight,No,Yes
YES,26,67,18,20,Friday,Afternoon,No,No
YES,39,27,14,19,Tuesday,Early Morning,No,No
YES,29,29,11,19,Saturday,Evening,No,No
YES,25,49,10,11,Wednesday,Forenoon,No,No
YES,25,42,6,16,Friday,Afternoon,No,No
YES,33,36,7,11,Sunday,Overnight,No,Yes
YES,17,53,11,13,Thursday,Afternoon,No,No
YES,27,42,17,12,Thursday,Afternoon,No,No
No,24,30,17,18,Monday,Early Morning,No,No
No,35,74,11,18,Monday,Early Morning,Yes,No
YES,26,32,17,13,Thursday,Afternoon,No,No
YES,23,55,8,19,Tuesday,Early Morning,No,No
YES,26,71,19,14,Saturday,Evening,No,No
YES,23,87,11,12,Friday,Afternoon,No,No
YES,25,23,12,12,Monday,Early Morning,Yes,No
No,10,21,13,19,Thursday,Forenoon,No,No
No,16,57,17,18,Sunday,Overnight,No,Yes
YES,23,27,11,10,Friday,Afternoon,No,No
YES,26,32,9,13,Monday,Early Morning,Yes,No
YES,21,41,8,16,Monday,Early Morning,Yes,No
YES,21,26,8,16,Sunday,Overnight,No,Yes
YES,32,43,9,17,Saturday,Evening,No,No
YES,31,45,10,13,Thursday,Afternoon,No,No
No,26,46,11,14,Sunday,Overnight,No,Yes
YES,26,53,12,20,Sunday,Overnight,No,Yes
No,19,53,17,16,Thursday,Afternoon,No,No
No,33,77,14,14,Friday,Afternoon,No,No
YES,29,57,12,16,Thursday,Afternoon,No,No
No,32,25,10,14,Sunday,Overnight,No,Yes
No,28,52,14,19,Monday,Early Morning,Yes,No
No,29,34,11,12,Saturday,Evening,No,Yes
YES,32,41,20,13,Thursday,Afternoon,No,No
YES,27,48,15,14,Thursday,Forenoon,No,No
No,23,26,12,18,Saturday,Evening,No,No
YES,19,24,19,16,Wednesday,Forenoon,No,No
No,28,34,9,15,Tuesday,Morning,No,No
YES,19,82,12,14,Sunday,Overnight,No,Yes
YES,20,58,7,13,Monday,Early Morning,No,No
YES,27,23,20,13,Monday,Early Morning,Yes,No
YES,18,40,13,20,Wednesday,Forenoon,No,No
YES,22,85,13,11,Thursday,Forenoon,No,No
No,24,79,19,20,Tuesday,Morning,No,No
No,29,72,5,14,Wednesday,Morning,No,No
YES,23,43,19,20,Saturday,Evening,No,Yes
YES,22,84,10,11,Tuesday,Morning,No,No
YES,21,48,17,20,Saturday,Evening,No,No
YES,31,36,10,14,Thursday,Afternoon,No,No
YES,20,39,15,17,Thursday,Forenoon,No,No
YES,29,43,15,17,Monday,Early Morning,No,No
YES,31,77,8,19,Friday,Afternoon,No,No
YES,21,26,19,17,Sunday,Overnight,No,Yes
No,22,62,11,10,Wednesday,Forenoon,No,No
No,28,83,16,19,Friday,Afternoon,No,No
YES,31,45,5,15,Tuesday,Morning,No,No
YES,24,64,18,15,Saturday,Evening,No,No
No,25,35,15,19,Monday,Early Morning,Yes,No
No,20,78,20,16,Friday,Afternoon,No,No
YES,21,33,6,16,Friday,Afternoon,No,No
No,28,59,20,12,Wednesday,Forenoon,No,No
YES,20,77,19,20,Saturday,Evening,No,No
YES,18,49,5,12,Thursday,Afternoon,No,No
No,23,53,12,17,Wednesday,Forenoon,No,No
YES,21,71,19,12,Thursday,Forenoon,No,No
No,28,73,14,13,Friday,Afternoon,No,No
YES,24,84,11,14,Friday,Afternoon,No,No
No,23,53,15,19,Sunday,Overnight,No,Yes
No,42,50,10,16,Saturday,Evening,No,No
No,21,77,18,11,Thursday,Afternoon,No,No
YES,23,74,6,19,Thursday,Forenoon,No,No
YES,21,67,10,13,Sunday,Overnight,No,Yes
YES,26,37,19,19,Saturday,Evening,No,No
No,34,82,11,14,Saturday,Evening,No,Yes
YES,36,64,13,17,Monday,Early Morning,No,No
YES,27,44,10,19,Saturday,Evening,No,No
No,19,33,18,13,Wednesday,Forenoon,No,No
YES,18,61,16,10,Saturday,Evening,No,No
YES,31,34,10,17,Wednesday,Forenoon,No,No
No,23,77,7,14,Thursday,Forenoon,No,No
No,23,34,14,18,Tuesday,Morning,No,No
No,25,89,19,16,Friday,Evening,No,No
YES,28,89,13,14,Thursday,Forenoon,No,No
YES,24,53,8,12,Saturday,Evening,No,No
YES,23,36,19,12,Friday,Evening,No,No
No,26,37,7,18,Friday,Evening,No,No
No,21,46,12,15,Tuesday,Morning,No,No
YES,31,59,20,12,Monday,Early Morning,Yes,No
YES,18,28,18,13,Sunday,Overnight,No,Yes
YES,28,57,7,12,Sunday,Overnight,No,Yes
No,24,61,14,16,Friday,Evening,No,No
YES,24,26,9,14,Sunday,Overnight,No,Yes
YES,23,89,14,11,Saturday,Evening,No,No
YES,21,75,15,20,Friday,Afternoon,No,No
No,27,58,10,12,Friday,Afternoon,No,No
No,24,62,19,18,Sunday,Overnight,No,Yes
No,31,28,8,13,Tuesday,Morning,No,No
YES,19,87,12,19,Monday,Early Morning,Yes,No
No,32,80,8,17,Tuesday,Morning,No,No
No,19,45,10,18,Sunday,Overnight,No,Yes
No,31,57,19,14,Saturday,Evening,No,No
No,24,79,8,18,Saturday,Evening,No,No
YES,23,70,15,16,Tuesday,Morning,No,No
YES,23,78,19,17,Wednesday,Forenoon,No,No
YES,23,40,18,17,Sunday,Overnight,No,Yes
YES,33,85,14,15,Wednesday,Forenoon,No,No
YES,23,34,10,13,Friday,Afternoon,No,No
YES,28,50,11,17,Monday,Early Morning,Yes,No
No,16,57,13,13,Tuesday,Morning,No,No
No,28,47,5,18,Saturday,Evening,No,No
No,29,45,10,20,Tuesday,Morning,No,No
No,26,51,19,10,Monday,Early Morning,Yes,No
No,22,75,8,15,Friday,Evening,No,No
YES,28,64,9,19,Sunday,Overnight,No,Yes
YES,28,84,9,14,Sunday,Overnight,No,Yes
No,28,23,11,11,Monday,Early Morning,Yes,No
YES,23,49,15,17,Wednesday,Forenoon,No,No
YES,29,40,19,13,Friday,Afternoon,No,No
YES,20,28,18,19,Thursday,Afternoon,No,No
YES,25,24,10,12,Saturday,Evening,No,No
YES,25,43,14,17,Monday,Early Morning,No,No
No,18,52,16,19,Friday,Afternoon,No,No
No,21,39,6,17,Wednesday,Morning,No,No
No,23,73,17,14,Wednesday,Forenoon,No,No
No,25,37,15,15,Thursday,Forenoon,No,No
YES,27,48,11,12,Sunday,Overnight,No,Yes
YES,28,82,5,14,Sunday,Overnight,No,Yes
YES,26,39,7,19,Thursday,Forenoon,No,No
No,17,33,14,19,Tuesday,Morning,No,No
No,22,25,11,10,Saturday,Evening,No,Yes
No,20,69,6,14,Sunday,Overnight,No,Yes
YES,23,76,11,19,Friday,Afternoon,No,No
YES,29,61,7,15,Thursday,Afternoon,No,No
No,20,69,20,19,Friday,Evening,No,No
YES,33,31,19,12,Monday,Early Morning,Yes,No
YES,19,41,9,10,Sunday,Overnight,No,Yes
YES,31,48,9,19,Saturday,Evening,No,No
No,16,54,7,19,Wednesday,Forenoon,No,No
YES,13,74,15,13,Monday,Early Morning,Yes,No
No,33,30,15,20,Tuesday,Morning,No,No
YES,34,73,7,16,Thursday,Afternoon,No,No
No,24,67,16,15,Tuesday,Morning,No,No
YES,29,66,11,19,Friday,Afternoon,No,No
No,25,53,10,15,Wednesday,Forenoon,No,No
YES,20,81,17,19,Thursday,Forenoon,No,No
YES,28,73,10,20,Monday,Early Morning,Yes,No
YES,22,89,7,18,Friday,Afternoon,No,No
No,26,40,5,12,Thursday,Afternoon,No,No
No,20,27,17,14,Tuesday,Morning,No,No
YES,27,26,15,16,Sunday,Overnight,No,Yes
YES,26,27,8,13,Tuesday,Morning,No,No
No,18,84,13,19,Sunday,Overnight,No,Yes
No,25,78,16,13,Tuesday,Morning,No,No
YES,14,65,9,12,Tuesday,Morning,No,No
No,21,75,9,18,Wednesday,Forenoon,No,No
No,18,59,9,18,Thursday,Afternoon,No,No
No,28,80,10,16,Wednesday,Morning,No,No
YES,27,38,15,16,Monday,Early Morning,Yes,No
No,27,59,13,19,Thursday,Afternoon,No,No
No,23,84,10,15,Wednesday,Forenoon,No,No
No,25,33,16,14,Wednesday,Morning,No,No
YES,17,80,12,14,Tuesday,Early Morning,No,No
No,23,66,10,11,Friday,Evening,No,No
No,29,50,16,14,Wednesday,Morning,No,No
YES,25,21,10,12,Thursday,Afternoon,No,No
No,25,71,17,14,Friday,Afternoon,No,No
YES,30,64,18,11,Thursday,Forenoon,No,No
YES,25,24,7,13,Friday,Afternoon,No,No
YES,23,47,20,18,Monday,Early Morning,Yes,No
YES,38,28,19,13,Monday,Early Morning,Yes,No
No,25,60,16,14,Thursday,Afternoon,No,No
YES,26,49,10,11,Monday,Early Morning,Yes,No
YES,18,65,10,18,Thursday,Afternoon,No,No
No,27,33,14,12,Wednesday,Forenoon,No,No
YES,13,66,16,18,Tuesday,Morning,No,No
YES,18,35,18,15,Wednesday,Morning,No,No
YES,32,26,10,14,Thursday,Afternoon,No,No
YES,29,62,17,12,Thursday,Afternoon,No,No
No,33,34,13,19,Thursday,Forenoon,No,No
No,28,83,6,11,Sunday,Overnight,No,Yes
YES,20,56,10,12,Thursday,Forenoon,No,No
No,27,45,12,10,Saturday,Evening,No,No
No,32,22,10,20,Friday,Evening,No,No
YES,29,80,8,15,Sunday,Overnight,No,Yes
No,27,28,15,14,Thursday,Afternoon,No,No
No,26,78,19,15,Wednesday,Forenoon,No,No
YES,29,38,16,14,Friday,Afternoon,No,No
YES,27,75,6,19,Friday,Afternoon,No,No
No,23,33,17,17,Sunday,Overnight,No,Yes
YES,26,76,13,11,Monday,Early Morning,No,No
YES,30,21,14,10,Thursday,Afternoon,No,No
No,21,47,5,14,Tuesday,Morning,No,No
YES,22,30,9,13,Thursday,Forenoon,No,No
YES,17,30,6,11,Thursday,Forenoon,No,No
YES,22,84,19,14,Monday,Early Morning,Yes,No
No,28,28,10,13,Tuesday,Morning,No,No
YES,18,85,8,14,Monday,Early Morning,No,No
YES,18,63,18,13,Sunday,Overnight,No,Yes
YES,15,45,12,12,Friday,Afternoon,No,No
YES,24,80,18,13,Thursday,Afternoon,No,No
No,30,51,8,18,Saturday,Evening,No,No
No,20,22,14,15,Tuesday,Morning,No,No
No,37,56,16,16,Wednesday,Forenoon,No,No
No,28,81,19,11,Saturday,Evening,No,No
YES,27,46,13,14,Thursday,Afternoon,No,No
YES,26,40,12,12,Monday,Early Morning,Yes,No
YES,35,40,8,16,Monday,Early Morning,No,No
YES,21,86,13,17,Monday,Early Morning,No,No
YES,25,34,15,18,Monday,Early Morning,Yes,No
YES,24,82,13,20,Saturday,Evening,No,No
YES,29,48,7,12,Friday,Afternoon,No,No
YES,30,53,13,17,Friday,Afternoon,No,No
No,25,25,16,16,Friday,Evening,No,No
YES,26,57,20,20,Saturday,Evening,No,Yes
YES,26,41,15,18,Sunday,Overnight,No,Yes
YES,30,49,10,17,Monday,Early Morning,Yes,No
YES,28,61,16,20,Wednesday,Forenoon,No,No
YES,24,44,6,14,Friday,Afternoon,No,No
YES,29,60,5,10,Friday,Afternoon,No,No
YES,29,53,10,17,Wednesday,Morning,No,No
YES,29,46,7,20,Thursday,Afternoon,No,No
No,34,87,5,17,Sunday,Overnight,No,Yes
No,25,71,10,12,Wednesday,Morning,No,No
YES,31,59,9,18,Monday,Early Morning,No,No
YES,25,52,12,19,Saturday,Evening,No,No
No,31,67,19,12,Saturday,Evening,No,No
YES,18,36,6,14,Sunday,Overnight,No,Yes
No,25,84,10,14,Wednesday,Forenoon,No,No
YES,24,36,9,17,Friday,Evening,No,No
No,34,50,19,16,Friday,Afternoon,No,No
YES,32,86,18,10,Monday,Early Morning,Yes,No
YES,27,88,7,16,Friday,Afternoon,No,No
YES,27,48,20,17,Sunday,Overnight,No,Yes
YES,31,88,5,13,Thursday,Afternoon,No,No
YES,17,45,9,19,Friday,Evening,No,No
YES,27,29,11,11,Tuesday,Morning,No,No
YES,30,50,7,11,Sunday,Overnight,No,Yes
No,28,66,5,17,Thursday,Afternoon,No,No
YES,24,25,14,15,Wednesday,Forenoon,No,No
YES,14,47,19,19,Tuesday,Morning,No,No
No,14,63,18,13,Friday,Afternoon,No,No
No,26,84,9,14,Friday,Afternoon,No,No
YES,31,44,8,14,Friday,Afternoon,No,No
YES,28,53,8,12,Monday,Early Morning,No,No
No,21,40,7,13,Friday,Afternoon,No,No
YES,24,30,5,15,Friday,Afternoon,No,No
No,18,83,13,18,Thursday,Afternoon,No,No
No,32,40,12,11,Wednesday,Forenoon,No,No
No,20,39,13,17,Thursday,Afternoon,No,No
YES,22,85,8,15,Monday,Early Morning,Yes,No
YES,28,82,12,11,Sunday,Overnight,No,Yes
YES,28,80,10,16,Wednesday,Forenoon,No,No
YES,26,64,9,16,Sunday,Overnight,No,Yes
YES,23,22,12,15,Friday,Afternoon,No,No
YES,29,58,16,16,Monday,Early Morning,Yes,No
YES,25,63,7,12,Friday,Afternoon,No,No
YES,21,42,19,11,Saturday,Evening,No,Yes
No,25,40,11,17,Sunday,Overnight,No,Yes
No,24,72,8,12,Tuesday,Morning,No,No
No,26,47,7,14,Wednesday,Forenoon,No,No
No,31,48,6,15,Wednesday,Forenoon,No,No
YES,27,52,18,15,Tuesday,Morning,No,No
YES,22,66,7,11,Sunday,Overnight,No,Yes
YES,23,81,16,17,Saturday,Evening,No,No
No,28,47,10,11,Tuesday,Morning,No,No
YES,21,23,7,11,Tuesday,Early Morning,No,No
YES,13,34,12,18,Tuesday,Morning,No,No
No,30,64,11,13,Wednesday,Morning,No,No
YES,22,57,13,12,Wednesday,Forenoon,No,No
No,25,31,20,11,Wednesday,Morning,No,No
No,22,46,9,18,Thursday,Afternoon,No,No
No,23,33,19,17,Sunday,Overnight,No,Yes
YES,28,82,8,10,Sunday,Overnight,No,Yes
YES,20,56,15,15,Tuesday,Morning,No,No
YES,28,58,9,14,Friday,Afternoon,No,No
YES,20,47,17,11,Friday,Afternoon,No,No
No,25,89,8,18,Sunday,Overnight,No,Yes
YES,29,40,12,17,Friday,Afternoon,No,No
No,21,31,7,16,Sunday,Overnight,No,Yes
YES,32,50,15,15,Monday,Early Morning,Yes,No
No,16,39,5,18,Wednesday,Forenoon,No,No
YES,22,54,9,15,Thursday,Forenoon,No,No
YES,33,67,10,18,Wednesday,Forenoon,No,No
YES,21,75,18,19,Saturday,Evening,No,No
No,23,45,15,14,Friday,Evening,No,No
No,25,75,16,19,Friday,Evening,No,No
No,28,61,10,19,Tuesday,Morning,No,No
No,21,22,17,11,Wednesday,Forenoon,No,No
No,29,85,11,12,Thursday,Afternoon,No,No
YES,32,27,7,19,Saturday,Evening,No,No
No,23,65,13,17,Sunday,Overnight,No,Yes
YES,23,71,10,15,Thursday,Afternoon,No,No
No,32,35,9,13,Wednesday,Forenoon,No,No
YES,25,46,6,15,Sunday,Overnight,No,Yes
No,25,71,19,18,Wednesday,Morning,No,No
No,20,25,13,15,Friday,Evening,No,No
No,21,51,12,13,Thursday,Afternoon,No,No
No,28,40,9,19,Sunday,Overnight,No,Yes
No,32,47,19,19,Friday,Evening,No,No
YES,26,78,7,16,Sunday,Overnight,No,Yes
YES,14,28,18,19,Monday,Early Morning,Yes,No
YES,22,67,20,18,Friday,Afternoon,No,No
No,25,31,5,10,Tuesday,Morning,No,No
YES,29,49,20,14,Friday,Afternoon,No,No
YES,27,79,13,10,Friday,Evening,No,No
YES,27,42,14,17,Monday,Early Morning,Yes,No
No,28,73,19,17,Tuesday,Early Morning,No,No
No,32,40,11,15,Friday,Afternoon,No,No
YES,26,58,17,11,Monday,Early Morning,No,No
No,22,48,10,11,Friday,Evening,No,No
No,26,80,6,16,Wednesday,Forenoon,No,No
YES,33,75,18,17,Saturday,Evening,No,No
YES,29,61,10,17,Tuesday,Morning,No,No
No,19,43,16,10,Wednesday,Morning,No,No
YES,21,27,12,20,Monday,Early Morning,No,No
YES,32,40,16,13,Sunday,Overnight,No,Yes
No,19,80,19,14,Friday,Evening,No,No
No,23,23,14,12,Tuesday,Morning,No,No
YES,22,46,9,18,Saturday,Evening,No,Yes
YES,31,68,16,19,Friday,Afternoon,No,No
No,27,68,15,15,Sunday,Overnight,No,Yes
No,23,57,6,19,Sunday,Overnight,No,Yes
YES,37,45,12,15,Tuesday,Early Morning,No,No
No,27,67,19,19,Tuesday,Morning,No,No
No,23,63,19,15,Sunday,Overnight,No,Yes
YES,28,29,20,13,Friday,Afternoon,No,No
YES,28,30,16,11,Thursday,Forenoon,No,No
No,29,82,15,18,Monday,Early Morning,Yes,No
YES,23,26,20,10,Tuesday,Morning,No,No
No,26,47,7,13,Wednesday,Forenoon,No,No
YES,21,90,15,12,Tuesday,Early Morning,No,No
No,19,64,6,14,Thursday,Forenoon,No,No
YES,21,27,15,17,Thursday,Afternoon,No,No
YES,28,85,8,19,Friday,Afternoon,No,No
No,30,68,6,10,Wednesday,Forenoon,No,No
No,32,35,12,14,Friday,Afternoon,No,No
YES,21,64,11,18,Saturday,Evening,No,No
YES,28,36,8,12,Tuesday,Morning,No,No
No,32,76,19,12,Wednesday,Forenoon,No,No
No,17,79,10,17,Friday,Evening,No,No
YES,27,34,19,20,Saturday,Evening,No,No
YES,24,26,19,16,Friday,Afternoon,No,No
No,25,33,13,13,Wednesday,Morning,No,No
YES,25,72,12,11,Monday,Early Morning,Yes,No
YES,26,77,14,18,Sunday,Overnight,No,Yes
No,22,49,20,16,Saturday,Overnight,No,Yes
No,20,69,16,18,Thursday,Forenoon,No,No
YES,25,66,6,15,Friday,Afternoon,No,No
YES,27,74,9,18,Thursday,Forenoon,No,No
YES,33,60,11,19,Thursday,Forenoon,No,No
YES,30,41,18,13,Thursday,Forenoon,No,No
YES,28,78,6,17,Friday,Afternoon,No,No
YES,31,41,17,15,Monday,Early Morning,Yes,No
YES,33,85,17,20,Sunday,Overnight,No,Yes
YES,23,51,10,15,Tuesday,Early Morning,No,No
No,24,50,18,18,Tuesday,Morning,No,No
No,27,86,19,16,Tuesday,Morning,No,No
YES,34,60,13,15,Monday,Early Morning,Yes,No
YES,38,22,19,19,Friday,Afternoon,No,No
YES,19,30,17,18,Wednesday,Forenoon,No,No
YES,20,67,9,17,Wednesday,Forenoon,No,No
No,21,61,20,19,Friday,Afternoon,No,No
YES,24,41,15,20,Tuesday,Morning,No,No
YES,30,70,11,11,Sunday,Overnight,No,Yes
YES,26,87,14,20,Sunday,Overnight,No,Yes
No,22,68,15,11,Tuesday,Morning,No,No
No,36,69,15,17,Thursday,Afternoon,No,No
YES,26,49,8,15,Sunday,Overnight,No,Yes
YES,27,57,14,13,Friday,Afternoon,No,No
YES,28,84,5,18,Saturday,Evening,No,No
No,22,79,19,11,Tuesday,Morning,No,No
YES,18,31,10,19,Sunday,Overnight,No,Yes
No,35,41,5,19,Sunday,Overnight,No,Yes
YES,21,78,5,13,Friday,Afternoon,No,No
YES,25,32,20,12,Friday,Afternoon,No,No
No,26,48,9,16,Friday,Evening,No,No
No,31,84,6,13,Saturday,Evening,No,Yes
No,26,46,12,12,Friday,Evening,No,No
YES,23,54,16,20,Saturday,Evening,No,No
YES,16,52,11,19,Monday,Early Morning,Yes,No
No,26,74,10,14,Tuesday,Morning,No,No
No,23,89,6,15,Saturday,Evening,No,No
YES,27,52,19,16,Thursday,Forenoon,No,No
No,24,44,9,19,Saturday,Evening,No,No
YES,22,67,6,16,Tuesday,Morning,No,No
No,19,41,13,13,Wednesday,Forenoon,No,No
No,27,45,9,16,Wednesday,Morning,No,No
No,23,83,12,19,Wednesday,Forenoon,No,No
YES,26,70,19,14,Monday,Early Morning,No,No
YES,23,61,13,16,Thursday,Afternoon,No,No
No,18,44,10,15,Wednesday,Forenoon,No,No
No,29,32,8,16,Thursday,Afternoon,No,No
YES,30,77,7,17,Wednesday,Forenoon,No,No
YES,23,75,12,12,Tuesday,Early Morning,No,No
YES,25,42,14,12,Monday,Early Morning,Yes,No
YES,21,55,11,10,Friday,Evening,No,No
YES,32,63,8,19,Monday,Early Morning,No,No
YES,26,53,19,13,Sunday,Overnight,No,Yes
YES,28,30,14,20,Friday,Afternoon,No,No
No,21,32,14,11,Wednesday,Forenoon,No,No
YES,34,80,6,11,Sunday,Overnight,No,Yes
YES,25,40,20,11,Friday,Afternoon,No,No
No,22,75,9,19,Friday,Evening,No,No
YES,27,40,13,14,Tuesday,Morning,No,No
No,19,81,16,19,Friday,Afternoon,No,No
YES,21,34,19,16,Saturday,Evening,No,No
No,22,73,12,19,Wednesday,Forenoon,No,No
YES,18,24,16,18,Sunday,Overnight,No,Yes
YES,23,66,7,18,Wednesday,Forenoon,No,No
YES,28,56,19,17,Sunday,Overnight,No,Yes
No,22,30,9,12,Saturday,Evening,No,No
No,28,40,15,10,Saturday,Overnight,No,Yes
No,19,33,8,18,Wednesday,Forenoon,No,No
No,25,51,5,15,Saturday,Evening,No,Yes
YES,27,62,19,12,Wednesday,Forenoon,No,No
No,30,50,10,16,Wednesday,Forenoon,No,No
No,31,64,13,10,Sunday,Overnight,No,Yes
No,16,83,10,13,Wednesday,Forenoon,No,No
YES,15,76,15,10,Wednesday,Forenoon,No,No
No,26,50,16,14,Tuesday,Morning,No,No
No,28,80,14,18,Saturday,Evening,No,No
YES,21,70,12,16,Monday,Early Morning,No,No
YES,28,28,8,11,Friday,Evening,No,No
YES,36,60,6,13,Saturday,Evening,No,Yes
No,27,39,11,14,Friday,Evening,No,No
No,36,83,14,19,Wednesday,Forenoon,No,No
YES,28,64,20,14,Saturday,Evening,No,No
YES,15,29,17,13,Tuesday,Early Morning,No,No
YES,24,61,20,18,Saturday,Evening,No,No
YES,23,79,13,19,Saturday,Evening,No,No
YES,18,80,20,17,Monday,Early Morning,Yes,No
No,28,61,7,16,Wednesday,Forenoon,No,No
No,25,65,10,11,Tuesday,Morning,No,No
YES,22,89,13,17,Sunday,Overnight,No,Yes
YES,25,44,16,13,Monday,Early Morning,No,No
No,20,31,15,13,Friday,Afternoon,No,No
No,31,47,10,11,Sunday,Overnight,No,Yes
YES,26,52,6,20,Monday,Early Morning,Yes,No
YES,32,86,15,15,Saturday,Evening,No,No
YES,23,68,20,14,Monday,Early Morning,Yes,No
YES,23,35,9,13,Sunday,Overnight,No,Yes
YES,22,62,11,13,Saturday,Evening,No,No
YES,21,43,13,13,Sunday,Overnight,No,Yes
YES,23,55,15,20,Sunday,Overnight,No,Yes
No,25,58,12,13,Friday,Afternoon,No,No
YES,23,84,11,18,Monday,Early Morning,Yes,No
YES,27,60,12,13,Sunday,Overnight,No,Yes
No,25,45,14,17,Tuesday,Morning,No,No
YES,26,38,6,12,Sunday,Overnight,No,Yes
YES,30,24,10,20,Friday,Afternoon,No,No
No,27,85,6,17,Tuesday,Morning,No,No
YES,24,74,7,13,Sunday,Overnight,No,Yes
YES,27,42,12,15,Sunday,Overnight,No,Yes
No,30,58,7,19,Wednesday,Forenoon,No,No
YES,24,60,7,18,Saturday,Evening,No,No
YES,18,35,13,20,Monday,Early Morning,Yes,No
YES,22,72,8,14,Monday,Early Morning,No,No
YES,33,86,10,10,Wednesday,Forenoon,No,No
No,16,23,13,13,Friday,Evening,No,No
No,14,84,6,11,Tuesday,Morning,No,No
YES,23,64,12,14,Friday,Afternoon,No,No
YES,29,62,18,19,Friday,Afternoon,No,No
No,20,31,10,17,Friday,Afternoon,No,No
YES,29,67,10,18,Sunday,Overnight,No,Yes
YES,29,90,17,14,Friday,Afternoon,No,No
No,25,46,6,18,Thursday,Forenoon,No,No
YES,25,90,5,17,Sunday,Overnight,No,Yes
No,15,69,10,10,Sunday,Overnight,No,Yes
No,29,29,12,15,Thursday,Forenoon,No,No
No,27,70,17,20,Saturday,Evening,No,No
YES,18,44,16,10,Wednesday,Forenoon,No,No
YES,29,52,15,18,Monday,Early Morning,Yes,No
YES,18,61,11,17,Thursday,Forenoon,No,No
YES,23,35,18,17,Friday,Afternoon,No,No
YES,23,81,18,19,Thursday,Forenoon,No,No
